+	1	4821
+	1	383
+	1	165
+	1	1359
+	1	3577
+	4821	383
+	4821	4521
+	4821	5285
+	4821	3631
+	4821	4081
+	383	402
+	383	4679
+	383	8018
+	165	3989
+	165	2452
+	165	3506
+	165	282
+	165	4260
+	165	7418
+	165	3980
+	165	989
+	165	203
+	165	823
+	165	450
+	165	5626
+	165	7885
+	165	4822
+	165	3065
+	165	5134
+	165	5175
+	165	914
+	165	266
+	165	4768
+	2	38
+	2	3056
+	2	4152
+	2	7210
+	2	5321
+	2	4767
+	2	6667
+	2	2398
+	2	7422
+	2	5841
+	2	6536
+	2	419
+	2	4898
+	38	3056
+	38	4152
+	38	4898
+	38	7210
+	38	5321
+	38	4767
+	38	7422
+	38	5841
+	38	6536
+	38	2398
+	38	2636
+	38	5114
+	38	6667
+	3056	1065
+	3056	2398
+	3056	4898
+	3056	7210
+	3056	5321
+	3056	6667
+	3056	7422
+	3056	6536
+	3056	4152
+	3056	4767
+	3056	5841
+	4152	2398
+	4152	4898
+	4152	7210
+	4152	5321
+	4152	4767
+	4152	6667
+	4152	7422
+	4152	5841
+	4152	6536
+	4152	7044
+	7210	2398
+	7210	4898
+	7210	5321
+	7210	5486
+	7210	5841
+	7210	6536
+	7210	6667
+	7210	4767
+	7210	4654
+	7210	4911
+	7210	8132
+	7210	7422
+	5321	2398
+	5321	4186
+	5321	4767
+	5321	4780
+	5321	4898
+	5321	5114
+	5321	6667
+	5321	7422
+	5321	5841
+	5321	6536
+	5321	7235
+	4767	2398
+	4767	6667
+	4767	7422
+	4767	5841
+	4767	6536
+	4767	4898
+	6667	2398
+	6667	4898
+	6667	5841
+	6667	6536
+	6667	7422
+	6667	6624
+	2398	4898
+	2398	7422
+	2398	5841
+	2398	6536
+	2398	1345
+	7422	4898
+	7422	5841
+	7422	6536
+	7422	4589
+	5841	4898
+	5841	6536
+	6536	4898
+	419	4654
+	419	3267
+	419	6624
+	419	7099
+	419	6904
+	419	2294
+	3	1622
+	3	5910
+	3	850
+	3	2748
+	3	218
+	3	7880
+	3	2274
+	3	5502
+	3	4167
+	3	6357
+	3	3648
+	3	7182
+	3	2771
+	3	3126
+	3	5360
+	3	4179
+	3	1790
+	3	1448
+	3	5368
+	3	7903
+	3	3273
+	1622	218
+	1622	389
+	1622	850
+	1622	5910
+	1622	2748
+	1622	2274
+	1622	5502
+	1622	4167
+	1622	3648
+	1622	7182
+	1622	3273
+	1622	3126
+	1622	5360
+	1622	4179
+	1622	1790
+	1622	1448
+	1622	2771
+	1622	4045
+	1622	6357
+	1622	7880
+	5910	218
+	5910	850
+	5910	1448
+	5910	1790
+	5910	2029
+	5910	2274
+	5910	2748
+	5910	2771
+	5910	3126
+	5910	3273
+	5910	4167
+	5910	4179
+	5910	4337
+	5910	5360
+	5910	5387
+	5910	7880
+	5910	5502
+	5910	6357
+	5910	3648
+	5910	7182
+	5910	5485
+	5910	6743
+	850	218
+	850	2748
+	850	7880
+	850	2274
+	850	5502
+	850	4167
+	850	6357
+	850	3648
+	850	7182
+	850	2771
+	850	3273
+	850	3126
+	850	5360
+	850	4179
+	850	1790
+	850	1448
+	850	4062
+	2748	218
+	2748	1448
+	2748	1790
+	2748	2274
+	2748	7880
+	2748	5502
+	2748	4167
+	2748	6357
+	2748	3648
+	2748	7182
+	2748	2771
+	2748	3273
+	2748	3126
+	2748	5360
+	2748	4179
+	2748	4337
+	218	7880
+	218	2274
+	218	5502
+	218	4167
+	218	6357
+	218	3648
+	218	7182
+	218	2771
+	218	3273
+	218	5360
+	218	4179
+	218	1790
+	218	1448
+	218	3126
+	7880	1448
+	7880	1790
+	7880	2274
+	7880	2771
+	7880	3126
+	7880	3273
+	7880	3648
+	7880	4167
+	7880	4179
+	7880	5360
+	7880	5502
+	7880	6357
+	7880	6743
+	7880	7182
+	2274	1448
+	2274	5502
+	2274	4167
+	2274	6357
+	2274	3648
+	2274	7182
+	2274	2771
+	2274	3273
+	2274	3126
+	2274	5360
+	2274	1790
+	2274	4179
+	5502	1448
+	5502	1790
+	5502	2771
+	5502	3126
+	5502	3273
+	5502	3648
+	5502	4167
+	5502	6357
+	5502	7182
+	5502	5360
+	5502	4179
+	5502	7109
+	5502	7065
+	4167	1448
+	4167	2771
+	4167	3126
+	4167	3273
+	4167	6357
+	4167	3648
+	4167	5360
+	4167	4179
+	4167	1790
+	4167	7182
+	6357	1448
+	6357	1790
+	6357	2771
+	6357	3126
+	6357	3273
+	6357	3648
+	6357	4179
+	6357	5360
+	6357	7182
+	3648	1448
+	3648	2771
+	3648	3126
+	3648	3273
+	3648	7182
+	3648	5360
+	3648	4179
+	3648	1790
+	7182	1448
+	7182	1790
+	7182	2771
+	7182	3126
+	7182	3273
+	7182	4179
+	7182	5360
