+	0	1979
+	1	21393
+	1	7774
+	1	24013
+	2	30300
+	3	43144
+	4	18723
+	4	41080
+	4	21763
+	4	30001
+	4	36443
+	5	33671
+	5	42733
+	5	38924
+	6	21736
+	6	42511
+	6	45511
+	6	31115
+	7	27999
+	7	21222
+	7	44137
+	8	47733
+	8	8044
+	10	26971
+	10	2649
+	10	11375
+	10	46485
+	10	17338
+	10	41316
+	10	33900
+	10	7432
+	10	7339
+	10	22332
+	10	23662
+	10	49416
+	10	29158
+	10	16782
+	10	3424
+	10	487
+	10	8878
+	10	22253
+	10	24775
+	10	13589
+	10	13517
+	10	39919
+	10	27153
+	10	23245
+	11	26812
+	11	39623
+	12	1986
+	12	13834
+	12	15637
+	13	29371
+	14	26971
+	14	5814
+	14	49126
+	14	763
+	14	31205
+	15	42060
+	16	18584
+	17	27784
+	17	19795
+	18	17476
+	19	18984
+	19	194
+	19	17576
+	19	29945
+	20	15074
+	20	2071
+	20	35322
+	20	12324
+	21	17392
+	21	5138
+	21	2284
+	21	13240
+	21	8657
+	21	4548
+	22	12729
+	22	5814
+	22	2638
+	23	24423
+	23	8773
+	23	48084
+	24	15143
+	25	15089
+	26	38967
+	26	14339
+	26	19732
+	26	14610
+	27	28334
+	27	29947
+	28	10712
+	29	15899
+	29	46994
+	29	5878
+	31	29371
+	31	47733
+	31	28745
+	31	10411
+	31	38195
+	31	21393
+	31	44201
+	31	37513
+	31	12520
+	31	7119
+	31	16061
+	31	21468
+	31	49528
+	31	25502
+	31	49162
+	31	24208
+	31	16615
+	31	7358
+	31	38391
+	31	32463
+	31	31724
+	31	44828
+	31	4677
+	31	46116
+	31	22985
+	31	23269
+	31	30804
+	31	9900
+	31	48150
+	31	237
+	31	33082
+	31	524
+	31	6448
+	31	3053
+	31	12906
+	31	17422
+	31	41404
+	31	48
+	31	18911
+	31	17501
+	31	30489
+	31	24300
+	31	33809
+	31	42876
+	31	10131
+	31	35934
+	31	2639
+	31	38112
+	31	38106
+	32	42123
+	32	13183
+	32	27036
+	32	19192
+	33	12399
+	33	41998
+	34	23138
+	34	43867
+	34	21008
+	35	42746
+	35	37659
+	36	6265
+	36	43294
+	37	28086
+	37	13105
+	38	21668
+	38	14143
+	38	21739
+	39	48594
+	40	32383
+	41	43504
+	43	19369
+	44	44201
+	44	27886
+	46	18227
+	46	7076
+	46	35744
+	46	5798
+	46	43321
+	47	18932
+	47	7437
+	48	21183
+	48	43378
+	48	8065
+	49	27784
+	49	47289
+	49	2346
+	49	36509
+	49	21725
+	49	48587
+	49	11122
+	50	47733
+	51	1863
+	51	10394
+	52	43940
+	52	45937
+	52	29355
+	53	22425
+	53	31926
+	53	45165
