0	5965
0	24052
0	30480
0	34534
0	41085
0	44253
0	47780
1	519
1	5042
1	6483
1	18839
1	23528
1	24842
1	36258
1	36561
1	38979
2	14859
2	20590
2	26915
2	34690
2	35300
3	7342
3	8933
3	9127
3	23612
3	24861
3	44754
4	3287
4	5463
4	19227
4	19437
4	25808
4	28512
4	36549
4	44904
5	16064
5	21695
5	21898
5	32873
5	33070
6	13111
6	14184
7	575
7	3059
7	9793
7	35110
7	37734
7	38011
7	48628
7	48776
8	3935
8	6082
8	7093
8	7583
8	18919
8	19022
8	19903
8	42545
9	4365
9	19020
9	29620
9	37752
9	46730
10	5294
10	14303
10	21983
10	28845
10	39179
10	48175
11	6465
11	20953
11	21431
11	24244
11	31770
12	2538
12	26957
12	30015
12	38517
12	49753
13	14558
13	21628
13	24239
13	25097
13	29251
13	48084
14	26386
14	33987
15	673
15	1687
15	6170
15	12013
15	22070
15	24542
15	33198
15	38592
16	10823
16	40773
16	47695
16	49378
17	3399
17	30655
18	14939
18	19889
18	24773
18	48246
19	10934
19	30523
19	47683
19	49232
20	29861
20	34582
20	46861
21	2799
21	34435
21	34667
21	38081
21	38312
21	45801
22	1472
22	8236
22	19443
22	22379
22	40241
22	43142
22	44996
23	5755
23	7856
23	30353
24	16533
24	22548
24	33479
24	39834
24	48196
24	49036
25	2730
25	4210
25	9160
25	34027
26	858
26	13810
26	25473
26	30634
26	35174
26	37922
26	45691
27	687
27	6032
27	18546
27	36595
27	37990
27	44117
28	4094
28	7279
28	9922
28	19214
28	37359
28	44730
29	9157
29	15434
29	15604
29	25646
29	31363
29	43162
30	5046
30	18625
30	26598
30	42764
30	49212
31	4779
31	5230
31	6432
31	37441
32	6148
32	15641
33	4786
33	36369
33	40574
33	42002
33	43786
33	47539
34	3749
34	8888
34	23541
34	25503
34	25696
34	33162
35	4593
35	11606
35	26030
35	34297
35	36707
35	43803
36	11222
36	13282
36	15157
36	22811
37	7896
37	11627
37	20734
37	27942
37	29732
37	37775
37	44201
38	13002
38	16149
38	31749
38	36541
39	17135
39	24042
39	35654
40	33383
40	48865
41	18168
42	289
42	24836
42	25221
