0	112
0	232
0	314
0	355
0	934
0	1106
0	1292
0	1337
0	1341
0	2196
0	2351
0	2626
0	2750
0	3022
0	3127
0	3333
0	3689
0	3711
0	4176
0	4348
0	4998
1	494
1	577
1	599
1	613
1	763
1	1049
1	1122
1	1295
1	1416
1	1599
1	1703
1	2061
1	2343
1	2439
1	2524
1	2660
1	2679
1	2686
1	2874
1	3044
1	3479
1	3889
1	4003
1	4356
1	4402
1	4873
1	4954
2	24
2	113
2	261
2	406
2	436
2	659
2	899
2	1498
2	1727
2	1886
2	1892
2	1893
2	2178
2	2774
2	2927
2	3229
2	3242
2	3412
2	3461
2	3777
2	3909
2	3952
2	4095
2	4222
2	4756
2	4772
3	527
3	572
3	603
3	719
3	855
3	1087
3	1130
3	1592
3	1867
3	2187
3	2265
3	2344
3	2445
3	2571
3	2595
3	2617
3	2761
3	3029
3	3299
3	3364
3	3628
3	3861
3	4301
3	4380
3	4420
3	4495
3	4539
3	4548
3	4675
3	4747
3	4798
3	4927
4	20
4	1019
4	1530
4	1738
4	1808
4	2073
4	2821
4	3119
4	3415
4	3515
4	3758
4	3795
4	3866
4	4009
4	4378
4	4518
4	4699
4	4706
4	4895
4	4994
5	142
5	462
5	655
5	1035
5	1125
5	1280
5	1595
5	1748
5	2140
5	2902
5	3036
5	3048
5	3241
5	3279
5	3670
5	3912
5	4012
5	4028
5	4066
5	4114
5	4295
5	4342
5	4822
5	4893
5	4972
6	71
6	83
6	122
6	388
6	515
6	841
6	907
6	998
6	1019
6	1197
6	1723
6	2082
6	2123
6	2273
6	2323
6	2329
6	2417
6	2939
6	2995
6	3173
6	3847
6	3883
6	3995
6	4075
6	4112
6	4550
6	4675
6	4827
7	16
7	671
7	675
7	881
7	933
7	1134
7	1264
7	1846
7	1847
7	1913
7	2119
7	2363
7	2368
7	2676
7	3489
7	3519
7	3592
7	3635
7	3977
7	4151
7	4217
7	4269
7	4303
7	4316
7	4557
7	4672
7	4692
7	4885
8	47
8	81
8	176
8	410
8	444
8	642
8	684
8	709
8	1145
8	1245
8	1306
8	1404
8	1511
8	1987
8	2226
8	2263
8	2472
8	2822
8	2823
8	3005
8	3057
8	3259
8	3574
8	3580
8	4184
8	4311
8	4411
8	4806
8	4822
8	4866
8	4900
9	344
9	390
9	596
9	665
9	740
9	815
9	1547
9	1555
9	1596
9	1759
9	2225
9	2229
9	2257
9	2414
9	2472
9	2671
9	2895
9	3204
9	3471
9	3476
9	3603
9	3822
9	4016
9	4189
9	4294
9	4382
9	4413
9	4428
9	4447
9	4644
9	4703
10	58
10	309
10	687
10	700
10	717
10	949
10	1492
10	1510
10	1732
10	2163
10	2247
10	2375
10	2413
10	2414
10	2426
10	2443
10	2445
10	2498
10	2871
10	2923
10	3343
10	3852
10	3908
10	4427
10	4616
10	4865
10	4892
11	179
11	286
11	294
11	445
11	517
11	711
11	1285
11	1419
11	1620
11	1655
11	1709
11	1811
11	1969
11	2083
11	2217
11	2243
11	2319
11	2429
11	2516
11	3094
11	3232
11	3455
11	3511
11	3578
11	3710
11	3839
11	4080
11	4107
11	4252
11	4584
11	4835
12	38
12	163
12	279
12	382
12	394
12	690
12	723
12	861
12	1279
12	1656
12	1676
12	1727
12	2103
12	2454
12	2539
12	2640
12	2722
12	3176
12	3195
12	3342
12	4040
12	4348
13	175
13	628
13	874
13	893
13	1070
13	1495
13	1800
13	2573
13	2601
13	2740
13	2800
13	3291
13	3364
13	4281
13	4460
13	4463
14	401
14	675
14	1057
14	1069
14	1129
14	1833
14	1853
14	1959
14	2024
14	2125
14	2300
14	2777
14	2791
14	3048
14	3220
14	3440
14	3773
14	4132
14	4370
14	4391
14	4608
14	4648
15	213
15	286
15	716
15	1145
15	1277
15	1660
15	2148
15	2368
15	2528
15	2577
15	2663
15	4047
15	4317
15	4394
15	4814
15	4876
16	117
16	288
16	323
16	395
16	520
16	593
16	614
16	646
16	901
16	1345
16	2342
16	2430
16	2489
16	2793
16	3111
16	3223
16	3379
16	3541
16	3644
16	3766
16	3847
16	4415
16	4424
16	4544
16	4603
16	4715
16	4751
16	4940
17	607
17	630
17	707
17	1050
17	1308
17	1763
17	2535
17	2738
17	2767
17	3434
17	3497
17	3514
17	3723
17	3838
17	4143
17	4573
17	4753
17	4771
17	4909
18	156
18	897
18	1153
18	1616
18	1703
18	2041
18	2064
18	2280
18	2400
18	2522
18	2814
18	2819
18	3212
18	3581
18	3725
18	3847
18	3956
18	4171
18	4420
18	4444
18	4875
18	4925
19	33
19	267
19	411
19	527
19	575
19	754
19	898
19	910
19	1034
19	1122
19	1131
19	1644
19	1888
19	2436
19	3022
19	3263
19	3304
19	3406
19	3552
19	4107
19	4198
20	288
20	508
20	509
20	712
20	1095
20	1111
20	1114
20	1357
20	1375
20	1507
20	1527
20	1577
20	2063
20	2091
20	2389
20	2521
20	2806
20	2819
20	2826
20	2945
20	2994
20	3027
20	3065
20	3075
20	3154
20	3291
20	3621
20	3832
20	3860
20	4902
21	1047
21	1120
21	1161
21	1409
21	1514
21	1672
21	1861
21	1915
21	2093
21	2597
21	2613
21	2734
21	2747
21	2808
21	2899
21	3042
21	3043
21	3205
21	3257
21	3567
21	4164
21	4402
21	4556
21	4661
21	4710
21	4900
21	4915
22	90
22	452
22	1103
22	1176
22	1355
22	1501
22	1626
22	1704
22	1946
22	2419
22	2893
22	3022
22	3137
22	3217
22	3286
22	3537
22	3703
22	3901
22	4050
22	4290
22	4668
22	4954
23	69
23	183
23	211
23	734
23	792
23	1059
23	1214
23	1285
23	1331
23	1432
23	2124
23	2298
23	2600
23	3089
23	3093
23	3219
23	3227
23	3858
23	4005
23	4089
23	4183
23	4387
23	4547
23	4580
23	4723
23	4794
23	4875
23	4940
24	45
24	129
24	275
24	1014
24	1197
24	1241
24	1309
24	1516
24	1548
24	1563
24	1785
24	1972
24	2103
24	2226
24	2967
24	3225
24	3226
24	3227
24	3325
24	3680
24	3901
24	4416
24	4452
24	4919
24	4985
25	356
25	483
25	523
25	991
25	1709
25	1860
25	2013
25	2118
25	2126
25	2149
25	2151
25	2180
25	2198
25	2520
25	2542
25	2617
25	2645
25	2673
25	3353
25	3423
