1	9849
1	11695
1	2556
1	4778
1	10061
1	12045
1	14694
1	1610
1	6450
1	4662
1	10149
1	10258
1	11915
1	61
1	7030
1	7264
1	5420
1	9688
1	1433
1	13799
1	9393
1	725
1	9774
1	4477
1	5625
1	13649
9849	61
9849	1433
9849	2556
9849	4477
9849	4637
9849	4662
9849	4778
9849	5420
9849	5625
9849	7030
9849	7264
9849	9393
9849	9688
9849	11695
9849	10061
9849	14694
9849	1610
9849	6450
9849	10149
9849	11915
9849	13799
9849	10258
9849	12045
9849	13340
9849	13649
9849	14516
11695	61
11695	1433
11695	2556
11695	4477
11695	4662
11695	4778
11695	5420
11695	5625
11695	6450
11695	7030
11695	7264
11695	9393
11695	9688
11695	10061
11695	10149
11695	10258
11695	12045
11695	14694
11695	1610
11695	13649
11695	11915
11695	13799
2556	61
2556	1433
2556	1610
2556	5625
2556	4477
2556	4778
2556	10061
2556	12045
2556	14694
2556	6450
2556	4662
2556	13649
2556	10149
2556	10258
2556	11915
2556	7030
2556	7264
2556	5420
2556	9688
2556	13799
2556	9393
4778	61
4778	1433
4778	1610
4778	4477
4778	5625
4778	10061
4778	12045
4778	14694
4778	6450
4778	4662
4778	13649
4778	10149
4778	10258
4778	11915
4778	7030
4778	7264
4778	9688
4778	13799
4778	9393
4778	5420
4778	9454
10061	1433
10061	1610
10061	4477
10061	4662
10061	5420
10061	5625
10061	6450
10061	7030
10061	7264
10061	9393
10061	9688
10061	12045
10061	14694
10061	10149
10061	10258
10061	11915
10061	61
10061	13799
10061	13649
12045	61
12045	1433
12045	4477
12045	4637
12045	4662
12045	5420
12045	5625
12045	6450
12045	7030
12045	7264
12045	9393
12045	9688
12045	10149
12045	10258
12045	11915
12045	14694
12045	1610
12045	13799
12045	13649
12045	14018
14694	61
14694	1433
14694	1610
14694	4477
14694	4662
14694	5420
14694	5625
14694	6450
14694	7030
14694	7264
14694	9393
14694	9688
14694	10149
14694	10258
14694	11915
14694	13649
14694	13799
14694	13357
14694	15615
1610	61
1610	1433
1610	4477
1610	6450
1610	4662
1610	13649
1610	10149
1610	10258
1610	11915
1610	7030
1610	7264
1610	5420
1610	9688
1610	13799
1610	9393
1610	5625
1610	13340
6450	61
6450	1433
6450	4477
6450	4662
6450	5420
6450	5625
6450	13649
6450	10149
6450	10258
6450	11915
6450	7030
6450	7264
6450	13799
6450	9393
6450	9688
4662	61
4662	1433
4662	4477
4662	5625
4662	13649
4662	10149
4662	10258
4662	11915
4662	7030
4662	7264
4662	5420
4662	9688
4662	13799
4662	9393
10149	1433
10149	4477
10149	5420
10149	5625
10149	7030
10149	7264
10149	9393
10149	9688
10149	13649
10149	10258
10149	11915
10149	61
10149	13799
10149	15614
10258	61
10258	4477
10258	5420
10258	5625
10258	7030
10258	7264
10258	9393
10258	9688
10258	13649
10258	1433
10258	13799
10258	11915
11915	1433
11915	4477
11915	5420
11915	5625
11915	7030
11915	7264
11915	9393
11915	9688
11915	13649
11915	61
11915	13799
61	5625
61	4477
61	13649
61	7030
61	7264
61	5420
61	9688
61	1433
61	13799
61	9393
7030	1433
7030	4477
7030	5420
7030	5625
7030	13649
7030	7264
7030	9688
7030	13799
